ID,Age,Experience,Income,Family,CCAvg,Education,Mortgage,CDAccount,PLoan
1835,41,16,23,2,0.3,2,118,No,No
1836,47,23,171,2,1.4,1,284,No,No
1837,44,19,74,4,1.9,3,0,No,No
1838,43,18,103,3,1.0,1,180,No,No
1839,31,7,99,1,4.0,1,0,No,No
1840,28,2,43,4,1.3,3,0,No,No
1841,55,25,23,4,0.4,3,88,No,No
1842,42,17,91,1,0.1,2,199,No,No
1843,53,29,93,1,2.7,2,256,No,No
1844,30,6,154,1,6.0,1,0,No,No
1845,65,40,21,3,0.1,3,0,No,No
1846,43,18,65,2,2.2,3,0,No,No
1847,56,32,15,1,0.1,2,0,No,No
1848,25,0,52,3,2.6,3,159,No,No
1849,35,10,30,3,1.3,1,0,Yes,No
1850,50,26,42,1,1.6,2,0,No,No
1851,36,10,20,4,0.3,1,97,No,No
1852,34,8,60,4,2.2,2,0,No,No
1853,32,6,54,4,1.8,3,167,No,No
1854,51,25,60,4,2.6,1,97,No,No
1855,52,25,41,3,1.0,2,0,No,No
1856,65,39,30,3,0.7,2,0,No,No
1857,51,24,21,2,1.0,2,0,No,No
1858,37,13,105,1,0.8,2,0,No,No
1859,35,11,65,3,2.8,1,240,No,No
1860,67,41,20,2,0.4,1,80,No,No
1861,30,6,179,3,4.9,1,142,No,Yes
1862,62,38,161,1,2.9,1,0,Yes,No
1863,42,17,82,1,3.7,3,0,No,No
1864,48,22,43,1,1.2,2,112,No,No
1865,61,36,61,2,2.8,1,0,No,No
1866,36,6,90,4,1.8,3,0,No,No
1867,48,24,90,1,2.6,2,334,No,No
1868,65,39,21,2,0.4,1,0,No,No
1869,25,1,118,1,5.4,1,0,No,No
1870,55,30,44,2,2.0,2,0,No,No
1871,63,37,110,1,4.1,3,0,No,Yes
1872,31,5,99,4,1.8,2,268,No,No
1873,43,17,98,3,1.1,1,0,No,No
1874,28,4,69,3,0.7,2,80,No,No
1875,37,11,82,3,0.9,2,218,No,No
1876,27,3,112,3,2.5,1,389,No,No
1877,62,38,123,1,2.9,1,0,No,No
1878,51,24,78,1,2.67,2,0,No,No
1879,56,30,59,3,0.8,1,159,No,No
1880,56,30,78,3,1.7,2,0,No,No
1881,44,19,49,4,1.9,3,89,No,No
1882,46,19,82,3,2.67,2,0,No,No
1883,56,32,125,3,0.6,1,342,Yes,Yes
1884,56,30,185,1,2.9,1,0,No,No
1885,57,33,163,1,7.4,1,0,No,No
1886,31,6,19,4,1.1,3,104,Yes,No
1887,65,41,115,4,1.7,2,0,No,No
1888,31,7,81,2,2.0,2,0,Yes,No
1889,36,10,93,1,2.8,3,0,No,No
1890,56,30,111,4,0.3,1,372,Yes,Yes
1891,52,27,184,1,8.1,1,0,No,No
1892,42,18,50,4,2.2,2,0,No,No
1893,55,30,55,3,1.7,1,0,No,No
1894,49,24,13,1,0.4,3,101,No,No
1895,51,25,29,4,0.1,1,0,No,No
1896,26,2,72,4,2.6,1,0,No,No
1897,32,7,83,1,2.6,2,0,No,No
1898,54,29,98,1,0.1,3,0,No,No
1899,50,24,43,4,0.1,1,0,No,No
1900,59,33,34,1,0.2,1,0,No,No
1901,61,36,10,4,0.4,2,0,No,No
1902,43,19,201,2,6.67,1,0,No,No
1903,39,14,85,3,1.2,3,107,No,No
1904,56,26,50,3,1.4,3,0,No,No
1905,38,14,91,2,0.0,1,0,No,No
1906,25,-1,112,2,2.0,1,241,No,No
1907,42,17,98,2,0.4,1,275,No,No
1908,42,18,115,1,0.3,1,0,No,No
1909,50,26,22,4,0.5,2,112,No,No
1910,56,30,101,3,1.7,2,0,No,No
1911,43,18,83,2,3.8,3,112,No,No
1912,60,35,52,3,0.5,2,0,No,No
1913,42,16,191,3,4.8,2,0,Yes,Yes
1914,57,33,134,4,0.9,1,198,No,Yes
1915,48,24,54,1,1.6,2,186,No,No
1916,37,11,69,3,2.1,1,0,No,No
1917,57,32,64,3,1.6,3,0,No,No
1918,62,32,53,4,1.67,3,142,No,No
1919,39,9,118,2,6.0,3,246,Yes,Yes
1920,38,13,19,2,1.4,2,120,No,No
1921,54,28,31,2,0.4,3,0,No,No
1922,45,21,63,1,0.8,3,245,No,No
1923,39,15,25,1,1.4,3,0,No,No
1924,45,19,22,1,0.2,1,0,No,No
1925,62,38,78,1,1.8,3,0,No,No
1926,43,19,81,1,0.3,1,218,No,No
1927,30,6,41,1,2.4,2,0,No,No
1928,35,10,62,3,2.3,1,0,No,No
1929,58,34,35,1,1.2,3,0,No,No
1930,44,19,30,1,0.6,3,0,No,No
1931,56,29,51,3,1.0,2,0,No,No
1932,28,2,140,2,2.0,1,0,No,No
1933,64,39,73,3,2.4,1,185,No,No
1934,63,39,40,4,1.2,2,0,No,No
1935,44,20,69,1,0.8,3,0,No,No
1936,34,9,191,1,4.8,3,0,Yes,Yes
1937,50,24,82,3,3.0,2,0,No,No
1938,51,25,181,1,3.3,3,589,Yes,Yes
1939,30,4,38,1,1.9,3,0,No,No
1940,55,31,23,2,0.2,1,0,No,No
1941,57,33,55,1,1.8,3,0,No,No
1942,43,19,58,2,3.2,1,0,No,No
1943,61,36,29,2,0.5,2,0,No,No
1944,49,23,39,4,2.6,1,0,No,No
1945,52,28,39,3,1.9,2,83,Yes,No
1946,57,33,30,3,1.5,1,151,No,No
1947,53,23,58,4,2.0,3,0,No,No
1948,52,28,62,1,1.8,3,231,No,No
1949,39,15,62,4,2.4,1,86,No,No
1950,58,34,19,1,1.2,3,0,No,No
1951,36,12,38,1,1.5,2,0,No,No
1952,45,21,84,4,2.0,3,0,No,No
1953,30,5,78,1,2.6,2,0,No,No
1954,49,25,22,4,0.2,1,83,No,No
1955,44,20,81,4,2.0,3,277,No,No
1956,43,17,32,3,0.5,2,0,No,No
1957,42,18,89,4,0.8,1,184,No,No
1958,29,4,121,2,3.3,1,0,No,No
1959,28,2,42,1,1.5,1,0,No,No
1960,50,24,130,1,1.0,1,0,No,No
1961,44,19,30,4,0.0,2,0,No,No
1962,52,26,114,1,4.9,1,0,No,No
1963,28,4,155,1,6.33,1,0,No,No
1964,62,38,50,2,1.1,1,0,No,No
1965,34,10,34,1,1.5,2,111,No,No
1966,45,20,94,3,0.5,3,0,No,No
1967,52,26,114,2,2.4,2,0,No,No
1968,43,18,89,3,0.5,3,108,No,No
1969,54,24,49,1,1.4,3,0,No,No
1970,64,38,115,1,2.0,1,0,No,No
1971,27,3,148,1,1.5,1,397,No,No
1972,42,17,72,4,1.1,2,203,No,No
1973,28,2,114,4,2.1,3,0,No,No
1974,47,22,11,2,0.0,1,78,No,No
1975,39,13,63,4,0.2,3,242,No,No
1976,29,3,113,2,0.2,1,0,No,No
1977,39,13,80,2,1.8,1,0,No,No
1978,41,15,54,3,0.5,3,0,No,No
1979,37,11,32,2,1.4,3,0,No,No
1980,41,17,11,1,1.0,1,0,No,No
1981,45,19,141,1,2.4,1,0,No,No
1982,52,26,84,3,3.0,2,0,No,No
1983,58,33,18,3,0.1,2,110,No,No
1984,31,5,20,2,0.3,1,0,No,No
1985,26,1,55,4,1.7,2,175,No,No
1986,31,7,31,4,0.4,2,79,No,No
1987,42,17,114,2,0.4,1,0,No,No
1988,56,31,52,3,2.0,2,0,Yes,No
1989,52,28,18,1,0.3,1,120,No,No
1990,59,35,55,1,1.8,3,0,No,No
1991,32,8,29,1,0.2,3,76,No,No
1992,46,22,30,3,0.5,1,0,No,No
1993,52,28,38,2,0.8,1,0,No,No
1994,30,5,122,2,3.1,1,0,No,No
1995,32,8,183,1,6.0,1,0,No,No
1996,35,11,41,1,2.4,2,0,No,No
1997,49,24,38,1,1.4,3,0,No,No
1998,54,30,61,1,1.8,3,0,No,No
1999,56,32,103,3,4.0,3,0,No,Yes
2000,48,22,80,2,2.4,2,0,No,No
2001,28,2,22,1,0.1,2,0,No,No
2002,44,17,128,2,3.25,2,0,No,Yes
2003,30,4,142,3,4.2,1,359,No,Yes
2004,44,20,124,1,4.7,1,0,No,No
2005,30,4,44,1,1.9,3,143,No,No
2006,47,23,170,2,6.5,2,0,Yes,Yes
2007,64,39,75,4,0.1,2,0,Yes,No
2008,48,21,78,3,2.0,2,0,No,No
2009,63,38,31,1,1.1,3,125,No,No
2010,25,0,99,1,1.9,1,323,No,No
2011,61,36,41,2,1.5,1,0,No,No
2012,46,21,39,4,0.0,2,0,No,No
2013,57,31,51,1,1.4,1,0,No,No
2014,40,15,52,3,0.8,3,113,No,No
2015,49,19,169,3,5.67,3,167,Yes,Yes
2016,30,5,141,1,0.8,1,0,No,No
2017,41,17,93,4,0.8,1,218,No,No
2018,42,15,14,3,1.0,2,0,No,No
2019,63,39,160,2,2.1,1,0,No,No
2020,43,17,44,1,0.2,1,0,Yes,No
2021,59,34,33,3,0.2,1,0,No,No
2022,46,20,103,4,4.8,3,0,No,Yes
2023,33,3,71,4,1.8,3,236,No,No
2024,55,29,55,1,0.2,1,151,No,No
2025,36,12,113,4,0.2,1,0,No,Yes
2026,47,20,79,3,2.0,2,185,No,No
2027,59,33,80,2,0.7,2,0,No,No
2028,38,12,179,2,0.0,1,380,No,No
2029,42,17,9,2,0.0,3,0,No,No
2030,30,3,61,4,2.0,2,0,No,No
2031,63,38,111,2,3.9,1,207,Yes,No
2032,60,35,80,3,0.5,1,0,No,No
2033,62,37,32,3,0.2,1,0,No,No
2034,49,23,83,1,0.3,1,0,No,No
2035,59,33,91,4,1.9,2,329,No,No
2036,36,10,29,4,1.0,1,0,No,No
2037,46,19,19,3,0.67,2,0,No,No
2038,35,8,52,2,1.0,2,0,No,No
2039,50,24,150,1,7.3,1,0,No,No
2040,51,25,32,2,0.4,3,0,No,No
2041,41,16,91,3,0.5,3,0,No,No
2042,45,20,180,3,8.5,2,535,No,Yes
2043,41,17,121,1,0.3,1,0,No,No
2044,57,32,25,2,0.2,3,0,No,No
2045,51,25,102,1,0.3,1,0,No,No
2046,52,28,44,4,0.9,2,107,No,No
2047,43,16,161,3,8.0,2,0,Yes,Yes
2048,63,38,134,3,4.0,2,0,No,Yes
2049,28,4,43,1,1.8,2,0,No,No
2050,43,18,94,4,1.1,2,0,No,No
2051,41,15,29,2,0.8,3,98,No,No
2052,34,8,38,4,0.2,1,0,No,No
2053,28,3,120,1,0.8,1,170,No,No
2054,58,32,85,2,2.0,1,161,Yes,No
2055,39,15,89,2,1.9,1,0,No,No
2056,49,23,25,1,1.4,3,0,No,No
2057,33,8,20,3,1.3,1,83,No,No
2058,37,12,125,2,3.9,1,0,No,No
2059,33,7,18,1,0.6,3,0,No,No
2060,28,3,173,2,6.7,1,222,No,No
2061,54,29,34,4,0.1,3,0,No,No
2062,63,38,159,4,4.9,2,111,No,Yes
2063,57,31,55,3,2.5,1,219,Yes,No
2064,56,30,32,2,0.4,3,0,No,No
2065,54,29,65,4,1.8,3,0,No,No
2066,29,5,83,3,1.5,1,0,No,No
2067,41,16,30,2,1.4,2,0,No,No
2068,58,32,180,1,2.9,1,0,No,No
2069,61,37,13,2,0.3,3,0,No,No
2070,30,4,35,4,0.8,1,0,No,No
2071,62,37,95,3,0.5,1,0,No,No
2072,52,28,83,1,0.0,1,0,No,No
2073,29,3,39,4,0.2,1,137,No,No
2074,46,20,54,1,0.7,3,154,No,No
2075,52,27,81,1,1.3,3,293,No,No
2076,40,16,53,4,2.0,3,0,No,No
2077,49,23,119,1,7.3,1,398,No,No
2078,34,9,160,4,8.0,3,0,No,Yes
2079,35,11,21,2,1.0,2,0,No,No
2080,26,2,40,1,1.0,3,0,No,No
2081,65,40,69,4,0.1,2,0,No,No
2082,52,27,45,1,1.3,2,0,No,No
2083,32,7,55,4,2.0,2,0,No,No
2084,31,7,38,1,0.2,3,0,No,No
2085,36,9,44,4,1.0,2,101,No,No
2086,50,24,45,3,0.6,2,117,No,No
2087,36,12,84,1,0.8,2,0,No,No
2088,51,27,188,2,6.9,2,343,No,Yes
2089,39,9,29,3,2.0,3,151,No,No
2090,53,29,95,1,2.7,2,0,No,No
2091,50,25,79,1,2.9,1,307,No,No
2092,31,4,41,1,2.0,2,0,No,No
2093,53,23,19,4,0.4,3,84,No,No
2094,48,23,75,4,3.6,3,0,No,No
2095,57,31,64,3,2.5,1,208,No,No
2096,47,21,174,4,3.2,3,0,No,Yes
2097,55,29,54,2,2.3,3,93,No,No
2098,37,11,14,3,0.1,2,113,No,No
2099,59,35,94,1,3.8,1,272,No,No
2100,53,29,10,2,0.4,1,0,No,No
2101,31,6,145,1,0.8,1,84,No,No
2102,35,5,203,1,10.0,3,0,No,Yes
2103,25,-1,81,2,1.6,3,0,No,No
2104,37,13,153,2,6.5,1,0,No,No
2105,40,14,58,4,0.2,3,0,No,No
2106,31,5,49,4,1.8,3,0,No,No
2107,62,38,132,1,2.9,1,0,No,No
2108,41,17,85,4,0.2,3,229,No,No
2109,56,32,85,3,2.67,1,0,No,No
2110,47,23,178,1,6.5,3,0,No,Yes
2111,28,4,104,3,2.5,1,0,No,No
2112,60,34,40,1,1.6,1,0,No,No
2113,27,2,103,1,1.9,1,120,No,No
2114,57,33,25,2,1.0,1,0,No,No
2115,62,36,69,2,1.7,3,0,No,No
2116,57,31,30,3,1.4,1,0,No,No
2117,44,17,70,3,2.67,2,0,No,No
2118,31,7,15,3,0.9,3,0,No,No
2119,31,5,125,2,1.3,1,0,No,No
2120,39,13,50,3,0.5,3,0,No,No
2121,41,17,44,1,0.3,3,0,No,No
2122,41,17,38,4,2.2,2,180,No,No
2123,55,29,64,3,0.8,1,119,No,No
2124,28,2,9,1,0.1,2,0,No,No
2125,35,9,44,3,0.9,1,89,No,No
2126,44,20,93,4,0.8,1,101,No,No
2127,44,19,83,4,0.4,1,141,No,No
2128,40,14,179,2,0.0,1,0,No,No
2129,65,40,40,1,1.1,3,0,No,No
2130,35,10,58,4,0.7,3,232,No,No
2131,55,31,74,3,2.67,1,0,No,No
2132,55,31,15,1,0.2,1,0,No,No
2133,59,35,11,2,1.0,1,0,No,No
2134,39,15,41,1,2.0,2,176,No,No
2135,50,24,68,1,1.5,2,120,No,No
2136,45,15,28,1,0.75,3,0,No,No
2137,50,26,115,1,1.2,3,0,No,Yes
2138,65,40,83,4,0.1,2,247,No,No
2139,36,11,40,2,1.1,2,166,No,No
2140,57,32,113,1,0.1,3,0,No,No
2141,53,27,89,1,0.8,3,0,No,No
2142,28,4,38,4,1.6,1,0,No,No
2143,55,31,62,4,1.5,1,0,No,No
2144,56,31,65,3,1.7,1,109,No,No
2145,33,6,168,3,5.67,2,0,Yes,Yes
2146,57,32,40,3,1.7,1,0,No,No
2147,27,3,30,1,1.0,3,80,No,No
2148,27,3,20,4,1.0,1,0,No,No
2149,54,30,58,2,3.2,3,0,No,No
2150,48,22,150,1,7.3,1,193,No,No
2151,62,38,54,1,0.8,1,0,No,No
2152,41,16,19,2,0.3,2,105,No,No
2153,62,38,30,3,0.1,3,128,No,No
2154,40,14,123,1,5.2,1,0,No,No
2155,32,8,45,1,2.4,2,0,No,No
2156,62,38,154,1,2.9,1,0,No,No
2157,35,11,93,2,2.7,1,0,No,No
2158,25,0,71,4,0.2,1,78,No,No
2159,50,25,83,4,3.1,1,0,No,Yes
2160,61,35,99,1,4.8,3,255,No,Yes
2161,43,17,55,3,2.2,2,0,No,No
2162,52,28,38,4,0.9,2,95,No,No
2163,39,13,74,3,0.9,2,155,No,No
2164,33,3,69,4,1.8,3,0,No,No
2165,27,3,104,2,2.5,1,184,No,No
2166,27,0,38,4,1.0,3,154,No,No
2167,32,8,25,3,0.9,3,0,No,No
2168,65,40,162,1,1.3,1,0,No,No
2169,55,29,64,4,2.6,3,0,No,No
2170,52,27,30,2,0.7,2,0,No,No
2171,39,13,52,3,0.5,3,0,No,No
2172,35,11,42,1,1.5,3,0,No,No
2173,39,15,79,2,1.8,2,219,No,No
2174,34,10,34,1,1.7,1,164,No,No
2175,30,5,123,2,3.1,1,0,No,No
2176,37,12,160,2,3.3,1,0,No,No
2177,41,14,51,3,2.33,2,0,No,No
2178,31,7,108,1,4.0,1,0,No,No
2179,37,13,158,2,2.3,2,0,Yes,Yes
2180,49,23,68,1,1.5,2,0,No,No
2181,58,33,42,2,1.6,3,0,No,No
2182,45,15,32,1,0.75,3,105,No,No
2183,40,14,22,2,1.4,3,0,No,No
2184,34,8,29,2,2.0,3,0,No,No
2185,62,36,183,2,3.4,3,0,No,Yes
2186,54,30,69,1,1.6,3,0,No,No
2187,26,2,92,2,0.2,1,0,No,No
2188,54,30,40,2,1.0,3,0,No,No
2189,29,4,9,4,0.5,3,86,No,No
2190,48,23,128,1,0.6,1,0,No,No
2191,27,3,110,2,0.2,1,294,No,No
2192,42,18,171,2,8.0,1,0,No,No
2193,25,1,13,4,1.0,1,95,No,No
2194,45,19,25,2,0.1,3,102,No,No
2195,34,9,123,1,1.6,2,0,No,Yes
2196,51,27,33,4,0.2,1,83,No,No
2197,51,24,189,4,4.75,2,0,No,Yes
2198,60,35,34,1,0.3,3,0,No,No
2199,59,35,58,1,0.0,2,0,No,No
2200,49,24,51,1,1.3,2,98,No,No
2201,50,25,29,2,1.3,1,0,No,No
2202,41,16,111,2,0.4,1,0,No,No
2203,49,24,43,4,1.9,3,0,No,No
2204,50,25,130,1,0.6,1,311,No,No
2205,63,37,20,2,0.4,1,76,No,No
2206,63,37,101,2,2.8,1,0,No,No
2207,33,7,48,4,2.2,2,207,No,No
2208,38,12,180,1,2.8,3,158,No,Yes
2209,64,40,92,2,0.0,3,185,No,No
2210,36,10,33,3,0.9,1,0,No,No
2211,58,33,51,2,1.9,2,0,No,No
2212,39,14,31,2,1.4,2,94,No,No
2213,46,22,83,1,2.7,1,0,No,No
2214,61,37,45,1,0.8,1,0,No,No
2215,53,27,89,1,0.8,3,146,No,No
2216,28,3,193,3,4.0,2,0,No,Yes
2217,64,40,89,1,3.8,1,0,No,No
2218,48,24,162,4,3.3,2,446,Yes,Yes
2219,38,13,9,2,0.3,2,0,No,No
2220,52,22,58,4,2.0,3,223,No,No
2221,65,40,80,1,0.8,3,0,No,No
2222,59,33,73,2,1.7,3,0,No,No
2223,45,20,41,1,0.3,1,0,No,No
2224,53,28,74,3,2.0,2,0,No,No
2225,38,12,29,2,1.4,3,0,No,No
2226,54,24,25,4,0.4,3,115,No,No
2227,25,1,98,1,5.4,1,0,No,No
2228,61,35,59,4,1.7,2,0,No,No
2229,48,23,43,4,1.9,3,0,No,No
2230,46,22,72,4,1.4,2,149,No,No
2231,36,11,183,1,3.0,3,0,Yes,Yes
2232,46,20,134,1,5.7,1,146,No,No
2233,59,33,140,2,0.5,1,262,No,No
2234,59,35,39,1,1.8,3,0,No,No
2235,36,12,35,4,0.4,2,0,No,No
2236,63,37,141,2,6.9,1,0,No,No
2237,51,24,23,1,0.5,2,0,No,No
2238,30,5,134,1,0.0,1,0,No,No
2239,48,22,35,1,1.4,3,0,No,No
2240,55,29,42,4,2.5,1,0,No,No
2241,41,17,81,4,0.2,3,167,No,No
2242,26,0,14,4,0.4,1,94,No,No
2243,41,17,45,1,1.8,1,172,No,No
2244,54,28,79,3,1.7,2,150,No,No
2245,57,31,53,1,0.8,2,120,No,No
2246,54,28,33,2,0.7,2,0,No,No
2247,35,11,190,3,3.1,2,266,No,Yes
2248,60,34,60,1,2.5,3,103,No,No
2249,63,37,8,1,0.8,2,97,No,No
2250,41,14,38,3,1.0,2,150,No,No
2251,46,22,154,1,5.0,1,0,No,No
2252,31,5,54,4,2.2,2,0,No,No
2253,58,32,41,3,1.4,1,0,No,No
2254,59,35,25,2,0.3,1,75,No,No
2255,46,22,53,2,1.7,1,109,No,No
2256,33,9,79,1,0.1,1,0,No,No
2257,56,31,13,4,0.9,2,76,Yes,No
2258,47,23,130,2,1.4,1,0,No,No
2259,59,33,93,2,0.7,2,0,No,No
2260,24,0,82,3,0.8,1,0,No,No
2261,39,14,15,2,0.3,2,92,No,No
2262,30,3,150,4,5.0,2,0,No,Yes
2263,55,29,131,2,0.7,2,0,No,Yes
2264,47,21,28,3,1.5,1,0,No,No
2265,35,11,9,4,0.7,2,0,No,No
2266,47,23,88,4,1.4,2,0,No,No
2267,38,13,143,1,4.1,1,0,No,No
2268,38,13,168,2,1.3,3,0,No,Yes
2269,27,3,105,1,3.0,2,0,No,Yes
2270,42,18,62,3,2.1,3,0,No,No
2271,26,2,51,4,2.6,1,0,No,No
2272,60,34,101,3,4.4,1,0,No,No
2273,27,3,90,3,0.8,1,0,No,No
2274,27,1,83,4,2.1,3,0,No,No
2275,40,15,21,2,0.0,3,0,No,No
2276,40,16,115,1,3.4,1,0,No,No
2277,29,3,172,4,4.4,1,0,No,Yes
2278,30,6,32,2,1.0,2,0,No,No
2279,30,4,204,2,4.5,1,0,No,No
2280,47,23,34,4,0.6,1,0,Yes,No
2281,33,7,30,2,2.0,3,132,No,No
2282,57,32,31,3,1.3,2,0,No,No
2283,38,14,90,2,2.7,1,0,No,No
2284,54,28,79,4,2.6,3,0,No,No
2285,47,23,22,4,0.6,1,0,No,No
2286,48,22,114,1,2.4,3,0,No,Yes
2287,62,36,42,1,0.5,3,128,No,No
2288,30,6,29,1,0.2,3,90,No,No
2289,35,11,72,3,2.6,2,0,No,No
2290,59,35,68,1,1.8,3,95,No,No
2291,38,13,78,4,0.7,3,0,No,No
2292,47,23,90,1,2.7,1,323,No,No
2293,57,33,170,2,2.1,2,0,No,Yes
2294,42,17,14,2,0.1,2,0,No,No
2295,39,15,129,2,1.9,1,0,No,No
2296,53,23,39,3,1.0,3,87,No,No
2297,27,3,82,2,0.2,1,0,No,No
2298,59,35,31,3,0.4,2,0,No,No
2299,48,24,9,4,0.5,2,0,No,No
2300,62,37,15,3,0.1,3,91,No,No
2301,66,41,70,3,2.2,1,0,No,No
2302,38,13,84,4,0.7,3,0,No,No
2303,42,17,155,1,7.0,1,0,No,No
2304,47,21,89,2,0.8,3,0,No,No
2305,27,2,170,3,4.7,1,0,No,Yes
2306,32,7,185,2,6.7,1,0,Yes,No
2307,37,13,82,2,2.2,1,0,No,No
2308,56,31,60,3,1.7,1,0,No,No
2309,39,13,58,2,2.4,2,0,No,No
2310,36,12,29,1,1.33,1,81,No,No
2311,32,6,32,2,0.3,1,0,No,No
2312,62,37,115,4,3.4,2,0,No,No
2313,48,22,83,2,2.4,2,0,No,No
2314,58,32,54,3,0.3,2,0,No,No
2315,27,2,112,4,1.8,3,0,No,No
2316,52,26,182,2,1.4,2,0,No,Yes
2317,54,30,112,2,6.8,1,0,No,No
2318,31,5,129,3,5.9,3,319,Yes,Yes
2319,60,34,23,1,0.8,2,112,No,No
2320,34,9,198,2,3.0,1,422,No,No
2321,46,22,84,4,2.0,3,0,No,No
2322,41,15,39,3,0.5,3,0,No,No
2323,62,37,129,1,1.3,1,0,No,No
2324,31,7,113,2,2.0,2,315,No,No
2325,41,11,35,1,0.75,3,114,No,No
2326,55,30,85,1,0.1,3,0,No,No
2327,45,19,73,4,2.9,1,0,No,No
2328,51,25,70,1,0.8,3,0,No,No
2329,27,2,130,3,4.4,1,192,No,Yes
2330,30,4,39,1,1.5,1,0,No,No
2331,31,5,72,4,1.8,2,242,No,No
2332,61,37,68,4,2.3,3,0,No,No
2333,40,16,35,1,1.4,3,0,No,No
2334,45,21,61,3,0.7,1,0,Yes,No
2335,45,21,69,4,1.9,1,0,No,No
2336,37,13,59,1,3.6,2,0,No,No
2337,34,8,99,2,4.5,3,217,No,No
2338,43,16,201,1,10.0,2,0,No,Yes
2339,42,18,130,2,7.5,1,0,No,No
2340,56,31,72,3,2.0,2,0,No,No
2341,33,9,44,1,1.2,1,0,No,No
2342,36,10,91,1,1.5,3,289,No,No
2343,62,37,92,3,0.5,1,310,No,No
2344,58,34,55,1,0.8,1,168,No,No
2345,65,40,20,3,0.5,1,102,No,No
2346,65,40,89,1,4.1,1,299,Yes,Yes
2347,52,26,59,2,1.5,2,239,No,No
2348,64,39,8,3,0.1,3,87,No,No
2349,51,25,85,4,4.9,1,0,No,No
2350,59,35,94,1,4.3,1,76,Yes,No
2351,52,28,22,2,0.4,1,0,No,No
2352,55,31,74,2,3.2,3,0,No,No
2353,46,19,59,3,2.67,2,0,No,No
2354,61,36,12,4,0.6,2,0,No,No
2355,35,9,8,1,0.4,2,0,No,No
2356,56,31,74,3,1.6,3,0,No,No
2357,31,5,184,4,3.4,2,0,Yes,Yes
2358,44,19,34,4,0.0,2,0,No,No
2359,53,27,63,2,0.8,3,0,No,No
2360,36,12,123,2,5.6,2,0,Yes,Yes
2361,27,1,85,2,1.6,3,0,No,No
2362,36,12,109,3,0.5,3,0,Yes,Yes
2363,40,15,31,1,0.6,3,0,No,No
2364,39,13,61,2,2.4,2,90,No,No
2365,59,35,88,2,1.6,1,0,No,No
2366,43,18,22,2,0.3,2,0,No,No
2367,30,4,63,4,2.2,2,0,No,No
2368,26,1,80,4,0.2,1,0,No,No
2369,48,22,78,3,2.1,1,0,No,No
2370,50,24,45,4,0.1,1,93,No,No
2371,33,7,51,4,2.1,3,0,No,No
2372,32,6,111,2,1.5,3,0,No,No
2373,34,10,45,3,2.8,1,153,No,No
2374,33,9,184,2,4.8,2,0,No,Yes
2375,32,5,41,2,1.0,2,112,No,No
2376,55,30,69,4,1.3,3,0,Yes,No
2377,58,33,23,3,0.2,1,0,No,No
2378,47,23,160,2,6.67,1,0,No,No
2379,30,5,61,1,0.8,2,251,Yes,No
2380,42,18,110,2,6.1,1,182,No,No
2381,40,16,50,2,0.6,3,0,No,No
2382,33,9,49,1,2.4,2,0,No,No
2383,46,20,185,4,7.5,2,428,No,Yes
2384,63,39,52,2,1.1,1,0,No,No
2385,62,37,53,2,2.8,1,0,No,No
2386,43,17,125,4,3.5,2,0,No,Yes
2387,31,5,72,3,1.6,1,0,No,No
2388,28,2,51,4,1.8,3,0,No,No
2389,64,39,23,3,0.5,1,0,No,No
2390,27,1,41,1,1.9,3,0,No,No
2391,33,9,41,3,2.0,1,108,No,No
2392,39,12,138,1,4.67,2,0,No,Yes
2393,44,20,138,2,3.3,1,0,No,No
2394,53,28,14,4,0.8,1,0,No,No
2395,42,18,145,2,8.0,1,505,No,No
2396,44,17,25,3,1.0,2,0,No,No
2397,34,10,43,1,1.7,1,142,No,No
2398,47,22,93,1,0.2,2,309,No,No
2399,53,29,90,2,0.3,1,217,No,No
2400,62,36,41,2,1.0,3,154,No,No
2401,61,36,169,2,6.1,3,106,Yes,Yes
2402,42,17,63,2,2.2,3,0,No,No
2403,48,21,23,3,0.67,2,95,No,No
2404,38,13,140,4,0.5,1,0,No,Yes
2405,41,15,75,1,1.5,3,0,No,No
2406,57,32,13,4,0.9,2,78,No,No
2407,31,7,10,1,0.5,3,81,No,No
2408,39,15,100,1,0.8,2,0,No,No
2409,48,22,85,3,1.1,1,203,No,No
2410,55,31,73,3,2.67,1,219,No,No
2411,29,4,130,2,6.7,1,0,No,No
2412,47,22,65,3,2.7,2,0,No,No
2413,61,36,59,4,1.7,1,148,No,No
2414,60,34,31,2,1.0,3,0,No,No
2415,34,10,134,1,4.0,1,0,No,No
2416,45,21,11,4,0.2,1,106,No,No
2417,60,35,32,1,0.3,3,80,No,No
2418,25,0,53,2,1.6,3,0,No,No
2419,41,17,28,1,0.7,1,0,No,No
2420,63,37,44,2,1.0,3,0,No,No
2421,63,39,40,1,0.8,1,118,No,No
2422,43,19,40,3,0.6,2,0,No,No
2423,58,32,163,2,0.5,1,400,No,No
2424,50,25,82,1,1.3,3,0,No,No
2425,38,12,89,4,1.4,2,0,No,No
2426,54,30,78,4,1.6,2,0,No,No
2427,61,36,55,3,0.9,3,197,No,No
2428,29,5,34,4,0.4,2,0,No,No
2429,39,12,108,4,3.67,2,301,No,Yes
2430,33,7,58,4,2.2,2,0,No,No
2431,23,-1,73,4,2.6,1,0,No,No
2432,56,31,54,4,2.1,1,0,No,No
